product_name,description,how_it_fits,composition_care,sale_price,color,images
Levi's® Women's Winona Shirt,"We took the timeless blouse and gave it an elegant upgrade. Our Winona Shirt features a button-up front, eyelet and embroidery detailing and blouson sleeves.
An elegant update to the everyday blouse
Cut with a standard fit
Finished with eyelet and embroidery detailing","Point collar; Model is 5'10"", Waist 27"", Wearing size small; Long Sleeve","100% Cotton; Machine wash cold delicate cycle, Do not bleach, Tumble dry low, Cool iron if needed, Dry cleaning possible, Wash inside out with like colors","2,090 ฿","['Whites', 'Blacks']",https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_ON_DA_8fcd94cd-76a1-4719-8d32-ac78e1e62cad.jpg?v=1735527253&width=416; https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_ON_BV_cc009336-f59b-432a-a46a-3f54b62b04b1.jpg?v=1735527253&width=416; https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_ON_FV_ab245c0c-c88e-4e21-bf32-0ac0f9e655a4.jpg?v=1735527253&width=416; https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_ON_D1_9e1caec5-1a55-4624-97a2-effb614c0f02.jpg?v=1735527253&width=416; https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_LD_FV_61d5017b-febf-4b10-908f-b6f34d353834.jpg?v=1735527253&width=416; https://levi.co.th/cdn/shop/files/WT_002AG-0000_EAS_PS_LD_D1_796b4363-57e9-48fe-8d02-8d8da5cd2116.jpg?v=1735527253&width=416
Levi's® Men's Classic Pocket Standard Fit Shirt,"Some things never go out of style. A button-up shirt is one of them. This Classic Pocket Standard Fit Shirt features a crisp point collar, a single chest pocket (with the Levi's® Red Tab, naturally) and a familiar silhouette.
A versatile, easy-to-style fit
Size up for a more casual, relaxed look","Point collar; Long Sleeve; Model is 5'9"" with a 26"" waist. They're wearing a size small.","100% Cotton; Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","2,090 ฿","['Caviar', 'Navy Peony', 'Woodrose', 'Cornelius Dobby Stripe Myrtle', 'Jenny Stripe Potent Purple', 'Joel Plaid Dress Blues']",https://levi.co.th/cdn/shop/files/24_H2_MT_85748-0287_EAS_PS_ON_FV_4f425d3e-959f-4461-9263-33baf3e5556a.jpg?v=1732005368&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_85748-0287_EAS_PS_ON_BV_531599c6-050f-41b1-8249-7ffaf10de073.jpg?v=1732005368&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_85748-0287_EAS_PS_LD_FV_044dc256-c769-4875-998e-f9d26c077312.jpg?v=1732005368&width=416; https://levi.co.th/cdn/shop/files/24_H2_MT_85748-0287_EAS_PS_LD_D1_dea930d8-641b-429e-9ee3-19e9d4d46641.jpg?v=1732005368&width=416
Levi's® Men's Relaxed Fit Short Sleeve Graphic T-Shirt,"Jeans and a tee—name a more iconic duo, we’ll wait. Made with a easy fit, this Relaxed Fit Short Sleeve Graphic T-Shirt features signature graphics for an unmistakably Levi's® touch.
An everyday short-sleeve T-shirt
Made with a relaxed fit","Crewneck; Model is 6'1"", Waist 28"", Wearing size M; Short Sleeve","100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Do not dryclean, Wash inside out with like colors, Do not iron decoration","1,290 ฿","['LS&CO BULL SKULL FORGED IRON', 'WESTERN COWBOY SS EGRET', 'SPACE COWBOY TEE CHOCOLATE TRUFFLE', 'Serif Logo Dutch Blue', 'Serif Logo Bright White']",https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_ON_FV_0c9aec23-cc84-468d-9037-58d493eb44d4.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_ON_BV_67d670d7-6416-4fe2-809b-1c619557fdb6.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_ON_DA_5a5d5a2b-9092-4013-bf6d-0ce49e41f709.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_ON_D1_fede4902-50d4-4b39-9879-084e479499b0.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_LD_FV_49da0549-c857-4c75-aa8e-f73f5661d444.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_LD_BV_b5ad1e6c-f4d9-4a58-985d-c17f8c40ceef.jpg?v=1735525388&width=416; https://levi.co.th/cdn/shop/files/MT_16143-1925_EAS_PS_LD_D1_7329f9ba-73ee-42b7-a7fb-da751e14a2fb.jpg?v=1735525388&width=416
Levi’s® Women’s Margot Short-Sleeve T-Shirt,"Relaxed and breezy, this Margot Short-Sleeve T-Shirt was designed with ease in mind. It features a timeless crew neckline, short sleeves and a standard cut.
A relaxed, breezy short-sleeve tee
Cut with a standard fit
Features a timeless crew neckline
Crafted with loose, slub fabric
With rolled sleeves",Crewneck; Short Sleeve,"100% Cotton; Machine wash cold, Do not bleach, Tumble dry low, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors",990 ฿,"['Captain Stripe Deep Depths', 'Bistro Green']",https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_ON_FV_6609f0fe-a958-42e4-a707-9fb9dbf21830.jpg?v=1728045215&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_ON_BV_9867d4da-1417-42b6-bb8c-10e8732598e9.jpg?v=1728045215&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_ON_DA_67ededcc-e649-4ad1-a1ef-a1ea296a9fdf.jpg?v=1728045215&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_ON_D1_1a6fd6f5-7b8c-4edf-8ad4-d843409e9417.jpg?v=1728045215&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_LD_FV_e29c9d06-0e73-4c6d-b425-d1e4674bb02f.jpg?v=1728045215&width=416; https://levi.co.th/cdn/shop/files/24_H2_WT_A7247-0015_EAS_PS_LD_D1_c79e2225-d6b8-4ae5-a30e-d95be873a3d4.jpg?v=1728045215&width=416
Levi's® Men's XX Chino Standard Taper Tech+,"Our Levi’s® XX Chino Standard Taper Tech+ were engineered for moving, traveling and all your adventures. We took the fit you know and love and upgraded them with supersoft, moisture-wicking, wrinkle-resistant, high- stretch fabric and UPF 50+ sun protection. Bonus: They’re designed with three zip pockets and 3M™ reflective trims on the inner cuffs for added safety.","Stretch; Engineered for moving, traveling and all your adventures; Cut with a standard fit and tapered leg; Made with supersoft, high-stretch fabric; Moisture-wicking and wrinkle-resistant; Rated UPF 50+ for sun protection","64% Recycled Polyester, 36% Elastomultiester; Machine wash cold, Do not bleach, Tumble dry medium, Do not iron, Dry cleaning possible, Wash inside out with like colors","3,190 ฿","['Gray Ore Stretch Tech Twill', 'Porridge Stretch Tech Twill', 'True Chino Stretch Tech Twill']",https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_ON_DA.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_ON_BV.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_ON_SV.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_ON_FV.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_ON_D1.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_LD_FV.jpg?v=1737448357&width=416; https://levi.co.th/cdn/shop/files/MB_001K9-0003_EAS_PS_LD_D1.jpg?v=1737448357&width=416
Levi's® Women's Logo Perfect T-Shirt,"Casual shirts like this one were made to go with jeans, especially a shirt this comfortable and well-constructed. We call it ""perfect"" because it is—and it'd be too wordy to say ""versatile,"" ""ultra comfortable"" and ""durable.""
Decorated with the iconic Levi's® batwing logo on the chest
It's called perfect for a reason
A soft, classic crewneck that goes with everything
...
Read more","Non-stretch; Standard fit; Crewneck; Short sleeves; A soft, classic crewneck that goes with everything; Model is wearing a size small.","100% Cotton; Machine wash cold - normal cycle. Wash inside out with like colors, do not bleach, tumble dry low, warm iron, dry clean not possible, do not iron decoration",790 ฿,"['Starstruck Heather Grey', 'Large Batwing White', 'Mineral Black', 'Box Tab Shine Bright White', 'Box Tab Shine Lotus', 'Box Tab Shine Caviar', '3d Bw Shine Rose Taupe', '3d Bw Shine Caviar']",https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-173691690_1_ON_FV.jpg?v=1713352798&width=416; https://levi.co.th/cdn/shop/files/levis-womens-perfect-t-shirt-173691690_2_ON_BV.jpg?v=1713352798&width=416
Levi's® Women's Mid-Rise Boyfriend Jeans,"When it comes to being comfortable, no jean has your back quite like our Mid-Rise Boyfriend. Loose and slouchy, this pair works whether you want to keep things ultra-laidback or all dressed up.
An easy, relaxed fit with effortless style
Borrowed-from-the-boys look
Finished with a tapered leg
Authentic denim character enhanced with supersoft stretch. For jeans that'll leave you starry-eyed....
Read more","Stretch; Zip fly; 5-pocket styling; Tapered Leg; Inseam: 27 (unrolled), 25 (rolled)"",Leg opening: 13"",Measurements based on size 27 waist","80% Cotton, 19% Polyester, 1% LYCRA®®; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Warm iron if needed, Dry cleaning possible, Wash inside out with like colors","2,890 ฿","['Slate Oahu Morning Dew', 'Boat Day', 'Cool Wild Times', 'Still Here', 'Meteorite Twill', 'Driving Away', 'Two Time', 'Cool Agenda', 'Another One']",https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_ON_FV_ef9fe3e7-50cc-46eb-a2ed-1dba4c6bf0b4.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_ON_BV_3f9cdf6e-4a3a-416e-94e2-532bad72be43.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_ON_SV_980f828c-10c4-405b-9c0e-6b963df44db3.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_ON_D2_31e31311-2b4d-40d9-8aac-d481b4c12ec8.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_LD_FV_d79b9472-9aef-4b4c-b2a4-d797b2748ba4.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_LD_BV_3226fe7a-c2c9-46eb-b9d2-ec33858756cc.jpg?v=1735573770&width=416; https://levi.co.th/cdn/shop/files/WB_19887-0381_EAS_PS_LD_D1_c29f2911-6489-4d01-925f-afb2237f3768.jpg?v=1735573770&width=416
Levi's® Men's 511™ Slim Jeans,"Think of this modern slim with room to move as not-so-skinny skinny jeans. (If you want the style, but not the feeling, this is a great alternative.) With a streamlined fit that’s narrow through the seat and thigh, the 511™ Slim is perfectly calibrated to look good with everything—without looking like you’re trying too hard.
The definitive slim jeans
...
Read more","Stretch; Slim through the seat and thigh; Slim leg opening; Sits at the waist; Zip fly; 5-pocket styling; Model is 5'10"" with a 40"" waist. They're wearing a size 30.","99% Cotton, 1% Elastane; Wash your jeans once every 10 wears at most. this increases their lifespan and saves natural resources, When you eventually launder your jeans, wash and dry them inside out with like colors. liquid detergent is recommended","2,190 ฿","['Brighter Days Selvedge', 'Sunset Down', ""Begonia Overt Levi'sÂ® Flex""]",https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_1_ModelFront.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_2_ModelBack.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_3_ModelSide.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_4_CropFront.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_5_MoodShot.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_10_Details-3.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_11_Details-4.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_12_Details-5.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_13_Details-6.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_14_Details-7.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_15_Details-8.jpg?v=1714371294&width=416; https://levi.co.th/cdn/shop/files/levis-mens-511-slim-045115287_16_Details-9.jpg?v=1714371294&width=416
Levi's® Women's Ribcage Wide-Leg Tailored Jeans,"As if our Ribcage jeans couldn't get any better—meet our Ribcage Wide-Leg Tailored jeans. The leggy look of the '70s and a '90s-inspired rise come together to create the perfect proportion. With a soaring high rise, they're about to become your waist-defining, leg-lengthening obsession.
Our Ribcage jeans you know and love, now with a wide-leg cut
Made with a super...
Read more","Non-stretch; Zip fly; Non 5 Pocket; Wide leg; Inseam: 32"",Leg opening: 22"",Measurements based on size 27 waist","95% Cotton, 5% Recycled Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold, Do not bleach, Tumble dry medium, Hot iron if needed, Dry cleaning possible, Wash inside out with like colors; Recycled cotton","3,490 ฿","['Chasing Rain', 'Slick Streets']",https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_DA_1956df9d-27b9-4275-bf4c-23f3e81fc698.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_BV_7afe878f-35b0-4ec7-a0ee-7dddb974c430.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_SV_78be2c1f-89c1-4652-b6bc-729e7770276b.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_FV_45e8c64e-34f3-402d-8231-e46ed2f34233.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_D1_91089ebb-cc4d-4300-8d57-4ac6fa76f359.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_ON_D2_d8992019-5c57-4ca2-9fd3-01b58a243104.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_LD_FV_6cac6192-8a01-4fd9-8b87-d7af2a688837.jpg?v=1728045017&width=416; https://levi.co.th/cdn/shop/files/24_H2_WB_A8735-0001_EAS_PS_LD_D1_4e9d7af6-157e-44ba-9b0f-b877ce648235.jpg?v=1728045017&width=416
Levi’s® Women's Icon Skirt,"We don’t call it an icon for nothing. This Icon Skirt is the timeless denim skirt you’ve been searching for, with a mid rise and the iconic Levi’s® details you know and love. Flip it over and you’ll find two back pockets that were designed to flatter just like the ones on your favorite 501® jeans. Consider this your new...
Read more","Non-Stretch; Button fly; 5-pocket styling; Not Applicable; Inseam: N/A"",Leg opening: 41 1/2"",Measurements based on size 27 waist; Model is 6'1"" with a 32"" waist. They're wearing a size 32.","100% Cotton; Wash your jeans once every 10 wears at most; this increases their lifespan and saves natural resources.Machine wash cold delicate cycle, Do not bleach, Do not tumble dry, Do not iron, Do not dry clean, Line dry, Wash inside out with like colors","2,290 ฿","['Right Here Right Now', 'Woven Minutes', 'Good As Silver Skirt']",https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_DA_b661db36-8941-42e1-80a7-66e602a39292.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_BV_194432a9-3224-4c24-8c06-fd0b53f8c41d.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_SV_713cb3f0-130a-4ad4-ab42-f1dd076e0dc6.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_FV_d9f20b70-f57a-403d-b120-963ca0ff9ee1.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_D1_1615d711-c69c-454c-9839-a0cb6e9435a0.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_ON_D2_4bd20ab9-528c-4adb-a7b7-11aa7ad3e91e.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_LD_FV_4bc0d0da-f196-40f7-8b40-ee7e5f360b16.jpg?v=1732005642&width=416; https://levi.co.th/cdn/shop/files/levis-womens-icon-skirt-24_H2_WB_A4694-0032_EAS_PS_LD_D1_1fa25d90-d199-442c-bb54-e77e0157736d.jpg?v=1732005642&width=416
Levi's® x UNDERCOVER Short-Sleeve Tee,"We joined forces with UNDERCOVER to celebrate the 35th anniversary of Jun Takahashi’s epochal brand. Combining UNDERCOVER’s rich, archival influences with Levi’s® unmistakable DNA, this second collection introduces thoughtfully designed pieces that celebrate detailed craftsmanship, innovation and individuality.This limited-edition Short-Sleeve Tee is cut with a relaxed fit and features a blend of printed and embroidered graphics with a nod to...
Read more",Crewneck; Short Sleeve,100% Cotton,"1,890 ฿","['White', 'Black']",https://levi.co.th/cdn/shop/files/MT_0023A-0001_EAS_PS_LD_FV.jpg?v=1736862450&width=416; https://levi.co.th/cdn/shop/files/MT_0023A-0001_EAS_PS_LD_BV.jpg?v=1736862450&width=416; https://levi.co.th/cdn/shop/files/MT_0023A-0001_EAS_PS_LD_D1.jpg?v=1736862450&width=416; https://levi.co.th/cdn/shop/files/MT_0023A-0001_EAS_PS_LD_D2.jpg?v=1736862450&width=416
Levi's® Women's Mid-Rise Boyfriend Jeans,"When it comes to being comfortable, no jean has your back quite like our Mid-Rise Boyfriend jeans. Loose and slouchy, this pair works whether you want to keep things ultra-laidback or all dressed up.
An easy, relaxed fit with effortless style
Borrowed-from-the-boys look
Finished with a tapered leg
Engineered with Performance Cool technology to cool...
Read more","Stretch; Zip fly; 5-pocket styling; Tapered Leg; Inseam: 27 (unrolled), 25 (rolled)"",Leg opening: 13"",Measurements based on size 27 waist","80% cotton, 19% polyester, 1% elastane (LYCRA®); Machine wash cold - normal cycle. wash inside out with like colors, do not bleach, tumble dry medium, warm iron if needed, dry cleaning possible; Water‹Less®","2,890 ฿","['Slate Oahu Morning Dew', 'Boat Day', 'Cool Wild Times', 'Still Here', 'Meteorite Twill', 'Driving Away', 'Two Time', 'Cool Agenda', 'Another One']",https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_ON_FA_ef122a37-bded-48d1-811c-7e26fdb9ac23.jpg?v=1730452298&width=416; https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_ON_BV_6f4c63e1-6881-40de-9c20-13120b2dcd3f.jpg?v=1730452298&width=416; https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_ON_SV_3330b20f-26be-4908-92ea-1f22b2f52d2e.jpg?v=1730452298&width=416; https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_ON_FV_2f3ec7b0-28ea-4f7a-b81b-dc0f59ee14be.jpg?v=1730452298&width=416; https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_LE_FV_4575488e-00f3-4ce6-82eb-f2afb1c26864.jpg?v=1730452298&width=416; https://levi.co.th/cdn/shop/files/24_H1_WB_19887-0322_EAS_PS_LE_A1_15631da7-e3ee-499a-a8dd-c881b5cf380f.jpg?v=1730452298&width=416
